TABLE_NAME,COLUMN_NAME,NUM_ROWS,AVG_ROW_LEN,DATA_TYPE,DATA_LENGTH,NUM_DISTINCT,NUM_NULLS,AVG_COL_LEN
BUILDING_ALBUQU,APPLICATIONPERMITNUMBER,52217,282,VARCHAR2,120,40,0,3
BUILDING_ALBUQU,BLOCK,52217,282,VARCHAR2,120,10,0,14
BUILDING_ALBUQU,COMMERCIALORRESIDENTIAL,52217,282,VARCHAR2,120,12,0,17
BUILDING_ALBUQU,CONTRACTORNAME,52217,282,VARCHAR2,120,0,52217,0
BUILDING_ALBUQU,ISSUEDATE,52217,282,NUMBER,22,48480,0,8
BUILDING_ALBUQU,LOT,52217,282,VARCHAR2,120,0,52217,0
BUILDING_ALBUQU,NUMBEROFUNITS,52217,282,VARCHAR2,120,0,52217,0
BUILDING_ALBUQU,OWNERNAME,52217,282,VARCHAR2,120,0,52217,0
BUILDING_ALBUQU,PLANCHECKVALUATION,52217,282,VARCHAR2,120,7,0,7
BUILDING_ALBUQU,SITENUMBER,52217,282,VARCHAR2,120,15470,1358,30
BUILDING_ALBUQU,SITESTREET,52217,282,NUMBER,22,3753,25,4
BUILDING_ALBUQU,SITESTREETDIRECTIONAL,52217,282,VARCHAR2,120,24770,0,31
BUILDING_ALBUQU,SITESTREETTYPE,52217,282,VARCHAR2,120,0,52217,0
BUILDING_ALBUQU,SITEZIP,52217,282,VARCHAR2,120,0,52217,0
BUILDING_ALBUQU,SUBDIVISION,52217,282,VARCHAR2,120,0,52217,0
BUILDING_ALBUQU,TOTALSQUAREFEET,52217,282,DATE,7,0,52217,1
BUILDING_ALBUQU,TYPEOFWORK,52217,282,DATE,7,0,52217,1
BUILDING_AUSTIN,APPLICANT_ADDRESS_1,52217,282,FLOAT,22,19720,0,7
BUILDING_AUSTIN,APPLICANT_ADDRESS_2,52217,282,FLOAT,22,19706,0,8
BUILDING_AUSTIN,APPLICANT_CITY,52217,282,NUMBER,22,19934,0,5
BUILDING_AUSTIN,APPLICANT_FULL_NAME,52217,282,VARCHAR2,120,39,336,11
BUILDING_AUSTIN,APPLICANT_ORGANIZATION,52217,282,NUMBER,22,52217,0,7
BUILDING_AUSTIN,APPLICANT_PHONE,52217,282,VARCHAR2,120,23710,1403,19
BUILDING_AUSTIN,APPLICANT_ZIP,52217,282,VARCHAR2,120,12610,15472,16
BUILDING_AUSTIN,APPLIED_DATE,52217,282,VARCHAR2,120,14,0,4
BUILDING_AUSTIN,BUILDING_VALUATION,52217,282,VARCHAR2,120,52217,0,10
BUILDING_AUSTIN,BUILDING_VALUATION_REMODEL,52217,282,VARCHAR2,120,37,0,15
BUILDING_AUSTIN,CALENDAR_YEAR_ISSUED,52217,282,VARCHAR2,120,5,0,13
BUILDING_AUSTIN,CERTIFICATE_OF_OCCUPANCY,52217,282,NUMBER,22,57,0,4
BUILDING_AUSTIN,COMPLETED_DATE,52217,282,VARCHAR2,120,295,0,6
BUILDING_AUSTIN,CONDOMINIUM,52217,282,VARCHAR2,120,22256,762,13
BUILDING_AUSTIN,CONTRACTOR_ADDRESS_1,52217,282,VARCHAR2,120,0,52217,0
BUILDING_AUSTIN,CONTRACTOR_ADDRESS_2,52217,282,NUMBER,22,8,0,3
BUILDING_AUSTIN,CONTRACTOR_CITY,52217,282,FLOAT,22,19486,0,8
BUILDING_AUSTIN,CONTRACTOR_COMPANY_NAME,52217,282,FLOAT,22,19502,0,6
BUILDING_AUSTIN,CONTRACTOR_FULL_NAME,52217,282,FLOAT,22,19564,0,7
BUILDING_AUSTIN,CONTRACTOR_PHONE,52217,282,FLOAT,22,19180,0,6
BUILDING_AUSTIN,CONTRACTOR_TRADE,52217,282,VARCHAR2,120,0,52217,0
BUILDING_AUSTIN,CONTRACTOR_ZIP,52217,282,VARCHAR2,120,149,4911,5
BUILDING_AUSTIN,COUNCIL_DISTRICT,64692,93,VARCHAR2,120,52508,0,31
BUILDING_AUSTIN,DAY_ISSUED,64692,93,VARCHAR2,120,37488,16664,17
BUILDING_AUSTIN,DESCRIPTION,64692,93,VARCHAR2,120,99,0,20
BUILDING_AUSTIN,ELECTRICAL_VALUATION,64692,93,DATE,7,68,0,8
BUILDING_AUSTIN,ELECTRICAL_VALUATION_REMODEL,64692,93,VARCHAR2,120,10707,37406,4
BUILDING_AUSTIN,EXPIRES_DATE,64692,93,VARCHAR2,120,16646,37341,5
BUILDING_AUSTIN,FISCAL_YEAR_ISSUED,64692,93,NUMBER,22,12694,0,6
BUILDING_AUSTIN,HOUSING_UNITS,64692,93,VARCHAR2,120,9216,52218,5
BUILDING_AUSTIN,ISSUANCE_METHOD,122836,194,VARCHAR2,120,3,121023,2
BUILDING_AUSTIN,ISSUED_DATE,122836,194,NUMBER,22,707,0,4
BUILDING_AUSTIN,ISSUED_IN_LAST_30_DAYS,122836,194,VARCHAR2,120,602,120887,2
BUILDING_AUSTIN,JURISDICTION,122836,194,NUMBER,22,1366,116426,2
BUILDING_AUSTIN,LATITUDE,122836,194,NUMBER,22,1360,116426,2
BUILDING_AUSTIN,LINK,122836,194,VARCHAR2,120,6,966,2
BUILDING_AUSTIN,LOCATION,122836,194,VARCHAR2,120,13,0,5
BUILDING_AUSTIN,LONGITUDE,122836,194,VARCHAR2,120,2,0,3
BUILDING_AUSTIN,MASTER_PERMIT_NUM,122836,194,VARCHAR2,120,145,0,8
BUILDING_AUSTIN,MECHANICAL_VALUATION,122836,194,VARCHAR2,120,194,0,4
BUILDING_AUSTIN,MECHANICAL_VALUATION_REMODEL,122836,194,VARCHAR2,120,188,0,8
BUILDING_AUSTIN,MEDGAS_VALUATION,122836,194,VARCHAR2,120,20,63739,2
BUILDING_AUSTIN,MEDGAS_VALUATION_REMODEL,122836,194,NUMBER,22,499,116346,2
BUILDING_AUSTIN,NUMBER_OF_FLOORS,122836,194,VARCHAR2,120,3137,895,10
BUILDING_AUSTIN,ORIGINAL_ADDRESS_1,122836,194,VARCHAR2,120,7,0,2
BUILDING_AUSTIN,ORIGINAL_CITY,122836,194,NUMBER,22,18,116346,2
