TABLE_NAME,COLUMN_NAME,PERSONAL_DATA
LICENSES_DC,BUSINESS_ADDRESS,1
LICENSES_DC,CORPORATE_NAME,0
LICENSES_DC,DESCRIPTION,0
LICENSES_DC,EXPIRATION_DATE,0
LICENSES_DC,FIRST_NAME,1
LICENSES_DC,LAST_NAME,1
LICENSES_DC,LICENSE_NUMBER,0
LICENSES_DC,TRADE_NAME,0
HUMAN_T,ACTUAL_COUNT,0
HUMAN_T,AGENCY_TYPE_NAME,0
HUMAN_T,CLEARED_COUNT,0
HUMAN_T,COUNTY_NAME,0
HUMAN_T,DATA_YEAR,0
HUMAN_T,DIVISION_NAME,0
HUMAN_T,JUVENILE_CLEARED_COUNT,0
HUMAN_T,OFFENSE_NAME,0
HUMAN_T,OFFENSE_SUBCAT_ID,0
HUMAN_T,OFFENSE_SUBCAT_NAME,0
HUMAN_T,ORI,0
HUMAN_T,POPULATION_GROUP_CODE,0
HUMAN_T,POPULATION_GROUP_DESC,0
HUMAN_T,PUB_AGENCY_NAME,0
HUMAN_T,PUB_AGENCY_UNIT,0
HUMAN_T,REGION_NAME,0
HUMAN_T,STATE_ABBR,0
HUMAN_T,STATE_NAME,0
HUMAN_T,UNFOUNDED_COUNT,0
PAYROLL_NY,BIWEEKLY_HOURLY_RATE,0
PAYROLL_NY,CHECK_DATE,0
PAYROLL_NY,CITY,0
PAYROLL_NY,EMPLOYEE_NAME,1
PAYROLL_NY,EMPLOYEE_TITLE,0
PAYROLL_NY,LEGISLATIVE_ENTITY,0
PAYROLL_NY,OFFICE,0
PAYROLL_NY,PAY_PERIOD,0
PAYROLL_NY,PAY_PERIOD_BEGIN_DATE,0
PAYROLL_NY,PAY_PERIOD_END_DATE,0
PAYROLL_NY,PAYROLL_TYPE,0
LOBBYIST_NEVADA,EMAIL,1
LOBBYIST_NEVADA,EMPLOYER_ORG_ADDRESS,0
LOBBYIST_NEVADA,EMPLOYER_ORG_PHONE,0
LOBBYIST_NEVADA,EMPLOYER_ORG_STATE,0
LOBBYIST_NEVADA,EMPLOYER_ORG_ZIP_CODE,0
LOBBYIST_NEVADA,EMPLOYER_ORGANIZATION,0
LOBBYIST_NEVADA,FIRSTNAME,1
LOBBYIST_NEVADA,FULL_NAME,1
LOBBYIST_NEVADA,LAST_NAME,1
LOBBYIST_NEVADA,LOCATION_1,1
LOBBYIST_NEVADA,OBJECTID,0
LOBBYIST_NEVADA,PHONE,1
LOBBYIST_NEVADA,POSITION,0
LOBBYIST_NEVADA,SESSION_NUM,0
LOBBYIST_NEVADA,YEAR,0
LOBBYIST_NEVADA,ZIP_CODE,1
PAYROLL_LV,ANNUAL_BUYBACKS,0
PAYROLL_LV,BASE_SALARY,0
PAYROLL_LV,ER_PAID,0
PAYROLL_LV,GROSS_WAGES,0
PAYROLL_LV,JOB,0
PAYROLL_LV,LONGEVITY_PAY,0
PAYROLL_LV,OBJECTID,0
PAYROLL_LV,ORGANIZATION,0
PAYROLL_LV,OTHER,0
PAYROLL_LV,OVERTIME,0
PAYROLL_LV,PERS_CONTRIBUTIONS,0
PAYROLL_LV,PERSON_NAME,1
PAYROLL_LV,SEPERATION_PAY,0
PAYROLL_LV,WORK_GROUP,0
PAYROLL_LV,YEAR_ENDING,0
LOBBYIST_LA,DATE_QUALIFIED,0
LOBBYIST_LA,DATE_REGISTERED,0
LOBBYIST_LA,DATE_TERMINATED,0
LOBBYIST_LA,LOBBYING_FIRM,0
LOBBYIST_LA,LOBBYIST_ALT_AREA_CODE,0
LOBBYIST_LA,LOBBYIST_ALT_TELEPHONE,1
LOBBYIST_LA,LOBBYIST_ALT_TELEPHONE_EXT,1
LOBBYIST_LA,LOBBYIST_AREA_CODE,0
LOBBYIST_LA,LOBBYIST_CITY,0
LOBBYIST_LA,LOBBYIST_EMAIL,1
LOBBYIST_LA,LOBBYIST_FAX_AREA_CODE,0
LOBBYIST_LA,LOBBYIST_FAX_NUMBER,0
LOBBYIST_LA,LOBBYIST_FIRST_NAME,1
LOBBYIST_LA,LOBBYIST_LAST_NAME,1
LOBBYIST_LA,LOBBYIST_MIDDLE_NAME,1
LOBBYIST_LA,LOBBYIST_PREFIX,0
LOBBYIST_LA,LOBBYIST_REGISTRATION_FORM,0
LOBBYIST_LA,LOBBYIST_STATE,0
LOBBYIST_LA,LOBBYIST_STREET_ADDRESS,1
LOBBYIST_LA,LOBBYIST_STREET_ADDRESS_2,1
LOBBYIST_LA,LOBBYIST_SUFFIX,0
LOBBYIST_LA,LOBBYIST_TELEPHONE,1
LOBBYIST_LA,LOBBYIST_TELEPHONE_EXT,1
LOBBYIST_LA,LOBBYIST_WEBSITE,0
LOBBYIST_LA,LOBBYIST_ZIP,1
LOBBYIST_LA,LOBBYIST_ZIPPLUS4,1
LOBBYIST_LA,REGISTRATION_YEAR,0
